id	name	contact	address	city	postal_code	country	id	customer_id	employee_id	date	shipper_id	id	order_id	product_id	quantity	id	name	supplier_id	category_id	unit	price	employee_id	last_name	first_name	birthdate	photo	notes	id	name	phone	id	name	contact	address	city	postal_code	country	phone	id	name	description
7	Blondel pere et fils	Frederique Citeaux	24, place Kleber	Strasbourg	67000	France	10360	7	4	1996-11-22	3	299	10360	28	30	28	Rossle Sauerkraut	12	7	25 - 825 g cans	45.6	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	3	Federal Shipping	(503) 555-9931	12	Plutzer Lebensmittelgrossmarkte AG	Martin Bein	Bogenallee 51	Frankfurt	60439	Germany	(069) 992755	7	Produce	Dried fruit and bean curd
7	Blondel pere et fils	Frederique Citeaux	24, place Kleber	Strasbourg	67000	France	10297	7	5	1996-09-04	2	134	10297	72	20	72	Mozzarella di Giovanni	14	4	24 - 200 g pkgs.	34.8	5	Buchanan	Steven	1955-03-04	EmpID5.pic	Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French.	2	United Package	(503) 555-3199	14	Formaggi Fortini s.r.l.	Elio Rossi	Viale Dante, 75	Ravenna	48100	Italy	(0544) 60323	4	Dairy Products	Cheeses
7	Blondel pere et fils	Frederique Citeaux	24, place Kleber	Strasbourg	67000	France	10265	7	2	1996-07-25	1	51	10265	70	20	70	Outback Lager	7	1	24 - 355 ml bottles	15	2	Fuller	Andrew	1952-02-19	EmpID2.pic	Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.	1	Speedy Express	(503) 555-9831	7	Pavlova, Ltd.	Ian Devling	74 Rose St. Moonie Ponds	Melbourne	3058	Australia	(03) 444-2343	1	Beverages	Soft drinks, coffees, teas, beers, and ales
7	Blondel pere et fils	Frederique Citeaux	24, place Kleber	Strasbourg	67000	France	10297	7	5	1996-09-04	2	133	10297	39	60	39	Chartreuse verte	18	1	750 cc per bottle	18	5	Buchanan	Steven	1955-03-04	EmpID5.pic	Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French.	2	United Package	(503) 555-3199	18	Aux joyeux ecclesiastiques	Guylene Nodier	203, Rue des Francs-Bourgeois	Paris	75004	France	(1) 03.83.00.68	1	Beverages	Soft drinks, coffees, teas, beers, and ales
7	Blondel pere et fils	Frederique Citeaux	24, place Kleber	Strasbourg	67000	France	10265	7	2	1996-07-25	1	50	10265	17	30	17	Alice Mutton	7	6	20 - 1 kg tins	39	2	Fuller	Andrew	1952-02-19	EmpID2.pic	Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.	1	Speedy Express	(503) 555-9831	7	Pavlova, Ltd.	Ian Devling	74 Rose St. Moonie Ponds	Melbourne	3058	Australia	(03) 444-2343	6	Meat/Poultry	Prepared meats
8	Bolido Comidas preparadas	Martin Sommer	C/ Araquil, 67	Madrid	28023	Spain	10326	8	4	1996-10-10	2	209	10326	75	50	75	Rhonbrau Klosterbier	12	1	24 - 0.5 l bottles	7.75	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	2	United Package	(503) 555-3199	12	Plutzer Lebensmittelgrossmarkte AG	Martin Bein	Bogenallee 51	Frankfurt	60439	Germany	(069) 992755	1	Beverages	Soft drinks, coffees, teas, beers, and ales
8	Bolido Comidas preparadas	Martin Sommer	C/ Araquil, 67	Madrid	28023	Spain	10326	8	4	1996-10-10	2	208	10326	57	16	57	Ravioli Angelo	26	5	24 - 250 g pkgs.	19.5	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	2	United Package	(503) 555-3199	26	Pasta Buttini s.r.l.	Giovanni Giudici	Via dei Gelsomini, 153	Salerno	84100	Italy	(089) 6547665	5	Grains/Cereals	Breads, crackers, pasta, and cereal
8	Bolido Comidas preparadas	Martin Sommer	C/ Araquil, 67	Madrid	28023	Spain	10326	8	4	1996-10-10	2	207	10326	4	24	4	Chef Antons Cajun Seasoning	2	2	48 - 6 oz jars	22	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	2	United Package	(503) 555-3199	2	New Orleans Cajun Delights	Shelley Burke	P.O. Box 78934	New Orleans	70117	USA	(100) 555-4822	2	Condiments	Sweet and savory sauces, relishes, spreads, and seasonings
9	Bon app	Laurence Lebihans	12, rue des Bouchers	Marseille	13008	France	10362	9	3	1996-11-25	1	308	10362	54	24	54	Tourtiere	25	6	16 pies	7.45	3	Leverling	Janet	1963-08-30	EmpID3.pic	Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.	1	Speedy Express	(503) 555-9831	25	Ma Maison	Jean-Guy Lauzon	2960 Rue St. Laurent	Montreal	H1J 1C3	Canada	(514) 555-9022	6	Meat/Poultry	Prepared meats
9	Bon app	Laurence Lebihans	12, rue des Bouchers	Marseille	13008	France	10331	9	9	1996-10-16	1	223	10331	54	15	54	Tourtiere	25	6	16 pies	7.45	9	Dodsworth	Anne	1969-07-02	EmpID9.pic	Anne has a BA degree in English from St. Lawrence College. She is fluent in French and German.	1	Speedy Express	(503) 555-9831	25	Ma Maison	Jean-Guy Lauzon	2960 Rue St. Laurent	Montreal	H1J 1C3	Canada	(514) 555-9022	6	Meat/Poultry	Prepared meats
9	Bon app	Laurence Lebihans	12, rue des Bouchers	Marseille	13008	France	10362	9	3	1996-11-25	1	307	10362	51	20	51	Manjimup Dried Apples	24	7	50 - 300 g pkgs.	53	3	Leverling	Janet	1963-08-30	EmpID3.pic	Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.	1	Speedy Express	(503) 555-9831	24	Gday, Mate	Wendy Mackenzie	170 Prince Edward Parade Hunters Hill	Sydney	2042	Australia	(02) 555-5914	7	Produce	Dried fruit and bean curd
9	Bon app	Laurence Lebihans	12, rue des Bouchers	Marseille	13008	France	10340	9	1	1996-10-29	3	249	10340	43	40	43	Ipoh Coffee	20	1	16 - 500 g tins	46	1	Davolio	Nancy	1968-12-08	EmpID1.pic	Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.	3	Federal Shipping	(503) 555-9931	20	Leka Trading	Chandra Leka	471 Serangoon Loop, Suite #402	Singapore	0512	Singapore	555-8787	1	Beverages	Soft drinks, coffees, teas, beers, and ales
9	Bon app	Laurence Lebihans	12, rue des Bouchers	Marseille	13008	France	10340	9	1	1996-10-29	3	248	10340	41	12	41	Jacks New England Clam Chowder	19	8	12 - 12 oz cans	9.65	1	Davolio	Nancy	1968-12-08	EmpID1.pic	Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.	3	Federal Shipping	(503) 555-9931	19	New England Seafood Cannery	Robb Merchant	Order Processing Dept. 2100 Paul Revere Blvd.	Boston	02134	USA	(617) 555-3267	8	Seafood	Seaweed and fish
9	Bon app	Laurence Lebihans	12, rue des Bouchers	Marseille	13008	France	10362	9	3	1996-11-25	1	306	10362	25	50	25	NuNuCa Nuss-Nougat-Creme	11	3	20 - 450 g glasses	14	3	Leverling	Janet	1963-08-30	EmpID3.pic	Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.	1	Speedy Express	(503) 555-9831	11	Heli Susswaren GmbH and Co. KG	Petra Winkler	Tiergartenstrasse 5	Berlin	10785	Germany	(010) 9984510	3	Confections	Desserts, candies, and sweet breads
9	Bon app	Laurence Lebihans	12, rue des Bouchers	Marseille	13008	France	10340	9	1	1996-10-29	3	247	10340	18	20	18	Carnarvon Tigers	7	8	16 kg pkg.	62.5	1	Davolio	Nancy	1968-12-08	EmpID1.pic	Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.	3	Federal Shipping	(503) 555-9931	7	Pavlova, Ltd.	Ian Devling	74 Rose St. Moonie Ponds	Melbourne	3058	Australia	(03) 444-2343	8	Seafood	Seaweed and fish
10	Bottom-Dollar Marketse	Elizabeth Lincoln	23 Tsawassen Blvd.	Tsawassen	T2F 8M4	Canada	10431	10	4	1997-01-30	2	486	10431	17	50	17	Alice Mutton	7	6	20 - 1 kg tins	39	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	2	United Package	(503) 555-3199	7	Pavlova, Ltd.	Ian Devling	74 Rose St. Moonie Ponds	Melbourne	3058	Australia	(03) 444-2343	6	Meat/Poultry	Prepared meats
10	Bottom-Dollar Marketse	Elizabeth Lincoln	23 Tsawassen Blvd.	Tsawassen	T2F 8M4	Canada	10389	10	4	1996-12-20	2	378	10389	70	30	70	Outback Lager	7	1	24 - 355 ml bottles	15	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	2	United Package	(503) 555-3199	7	Pavlova, Ltd.	Ian Devling	74 Rose St. Moonie Ponds	Melbourne	3058	Australia	(03) 444-2343	1	Beverages	Soft drinks, coffees, teas, beers, and ales
10	Bottom-Dollar Marketse	Elizabeth Lincoln	23 Tsawassen Blvd.	Tsawassen	T2F 8M4	Canada	10389	10	4	1996-12-20	2	377	10389	62	20	62	Tarte au sucre	29	3	48 pies	49.3	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	2	United Package	(503) 555-3199	29	Forets derables	Chantal Goulet	148 rue Chasseur	Ste-Hyacinthe	J2S 7S8	Canada	(514) 555-2955	3	Confections	Desserts, candies, and sweet breads
10	Bottom-Dollar Marketse	Elizabeth Lincoln	23 Tsawassen Blvd.	Tsawassen	T2F 8M4	Canada	10389	10	4	1996-12-20	2	376	10389	55	15	55	Pate chinois	25	6	24 boxes x 2 pies	24	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	2	United Package	(503) 555-3199	25	Ma Maison	Jean-Guy Lauzon	2960 Rue St. Laurent	Montreal	H1J 1C3	Canada	(514) 555-9022	6	Meat/Poultry	Prepared meats
10	Bottom-Dollar Marketse	Elizabeth Lincoln	23 Tsawassen Blvd.	Tsawassen	T2F 8M4	Canada	10389	10	4	1996-12-20	2	375	10389	10	16	10	Ikura	4	8	12 - 200 ml jars	31	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	2	United Package	(503) 555-3199	4	Tokyo Traders	Yoshi Nagase	9-8 Sekimai Musashino-shi	Tokyo	100	Japan	(03) 3555-5011	8	Seafood	Seaweed and fish
11	Bs Beverages	Victoria Ashworth	Fauntleroy Circus	London	EC2 5NT	UK	10289	11	7	1996-08-26	3	111	10289	64	9	64	Wimmers gute Semmelknodel	12	5	20 bags x 4 pieces	33.25	7	King	Robert	1960-05-29	EmpID7.pic	Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.	3	Federal Shipping	(503) 555-9931	12	Plutzer Lebensmittelgrossmarkte AG	Martin Bein	Bogenallee 51	Frankfurt	60439	Germany	(069) 992755	5	Grains/Cereals	Breads, crackers, pasta, and cereal
11	Bs Beverages	Victoria Ashworth	Fauntleroy Circus	London	EC2 5NT	UK	10289	11	7	1996-08-26	3	110	10289	3	30	3	Aniseed Syrup	1	2	12 - 550 ml bottles	10	7	King	Robert	1960-05-29	EmpID7.pic	Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.	3	Federal Shipping	(503) 555-9931	1	Exotic Liquid	Charlotte Cooper	49 Gilbert St.	Londona	EC1 4SD	UK	(171) 555-2222	2	Condiments	Sweet and savory sauces, relishes, spreads, and seasonings
13	Centro comercial Moctezuma	Francisco Chang	Sierras de Granada 9993	Mexico D.F.	05022	Mexico	10259	13	4	1996-07-18	3	34	10259	37	1	37	Gravad lax	17	8	12 - 500 g pkgs.	26	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	3	Federal Shipping	(503) 555-9931	17	Svensk Sjofoda AB	Michael Bjorn	Brovallavagen 231	Stockholm	S-123 45	Sweden	08-123 45 67	8	Seafood	Seaweed and fish
13	Centro comercial Moctezuma	Francisco Chang	Sierras de Granada 9993	Mexico D.F.	05022	Mexico	10259	13	4	1996-07-18	3	33	10259	21	10	21	Sir Rodneys Scones	8	3	24 pkgs. x 4 pieces	10	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	3	Federal Shipping	(503) 555-9931	8	Specialty Biscuits, Ltd.	Peter Wilson	29 Kings Way	Manchester	M14 GSD	UK	(161) 555-4448	3	Confections	Desserts, candies, and sweet breads
