id	name	contact	address	city	postal_code	country	id	customer_id	employee_id	date	shipper_id	id	order_id	product_id	quantity	id	name	supplier_id	category_id	unit	price	employee_id	last_name	first_name	birthdate	photo	notes	id	name	phone	id	name	contact	address	city	postal_code	country	phone	id	name	description
10	Bottom-Dollar Marketse	Elizabeth Lincoln	23 Tsawassen Blvd.	Tsawassen	T2F 8M4	Canada	10389	10	4	1996-12-20	2	376	10389	55	15	55	Pate chinois	25	6	24 boxes x 2 pies	24	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	2	United Package	(503) 555-3199	25	Ma Maison	Jean-Guy Lauzon	2960 Rue St. Laurent	Montreal	H1J 1C3	Canada	(514) 555-9022	6	Meat/Poultry	Prepared meats
10	Bottom-Dollar Marketse	Elizabeth Lincoln	23 Tsawassen Blvd.	Tsawassen	T2F 8M4	Canada	10431	10	4	1997-01-30	2	487	10431	40	50	40	Boston Crab Meat	19	8	24 - 4 oz tins	18.4	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	2	United Package	(503) 555-3199	19	New England Seafood Cannery	Robb Merchant	Order Processing Dept. 2100 Paul Revere Blvd.	Boston	02134	USA	(617) 555-3267	8	Seafood	Seaweed and fish
10	Bottom-Dollar Marketse	Elizabeth Lincoln	23 Tsawassen Blvd.	Tsawassen	T2F 8M4	Canada	10411	10	9	1997-01-10	3	436	10411	41	25	41	Jacks New England Clam Chowder	19	8	12 - 12 oz cans	9.65	9	Dodsworth	Anne	1969-07-02	EmpID9.pic	Anne has a BA degree in English from St. Lawrence College. She is fluent in French and German.	3	Federal Shipping	(503) 555-9931	19	New England Seafood Cannery	Robb Merchant	Order Processing Dept. 2100 Paul Revere Blvd.	Boston	02134	USA	(617) 555-3267	8	Seafood	Seaweed and fish
10	Bottom-Dollar Marketse	Elizabeth Lincoln	23 Tsawassen Blvd.	Tsawassen	T2F 8M4	Canada	10431	10	4	1997-01-30	2	486	10431	17	50	17	Alice Mutton	7	6	20 - 1 kg tins	39	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	2	United Package	(503) 555-3199	7	Pavlova, Ltd.	Ian Devling	74 Rose St. Moonie Ponds	Melbourne	3058	Australia	(03) 444-2343	6	Meat/Poultry	Prepared meats
10	Bottom-Dollar Marketse	Elizabeth Lincoln	23 Tsawassen Blvd.	Tsawassen	T2F 8M4	Canada	10389	10	4	1996-12-20	2	375	10389	10	16	10	Ikura	4	8	12 - 200 ml jars	31	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	2	United Package	(503) 555-3199	4	Tokyo Traders	Yoshi Nagase	9-8 Sekimai Musashino-shi	Tokyo	100	Japan	(03) 3555-5011	8	Seafood	Seaweed and fish
10	Bottom-Dollar Marketse	Elizabeth Lincoln	23 Tsawassen Blvd.	Tsawassen	T2F 8M4	Canada	10389	10	4	1996-12-20	2	378	10389	70	30	70	Outback Lager	7	1	24 - 355 ml bottles	15	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	2	United Package	(503) 555-3199	7	Pavlova, Ltd.	Ian Devling	74 Rose St. Moonie Ponds	Melbourne	3058	Australia	(03) 444-2343	1	Beverages	Soft drinks, coffees, teas, beers, and ales
10	Bottom-Dollar Marketse	Elizabeth Lincoln	23 Tsawassen Blvd.	Tsawassen	T2F 8M4	Canada	10411	10	9	1997-01-10	3	438	10411	59	9	59	Raclette Courdavault	28	4	5 kg pkg.	55	9	Dodsworth	Anne	1969-07-02	EmpID9.pic	Anne has a BA degree in English from St. Lawrence College. She is fluent in French and German.	3	Federal Shipping	(503) 555-9931	28	Gai paturage	Eliane Noz	Bat. B 3, rue des Alpes	Annecy	74000	France	38.76.98.06	4	Dairy Products	Cheeses
10	Bottom-Dollar Marketse	Elizabeth Lincoln	23 Tsawassen Blvd.	Tsawassen	T2F 8M4	Canada	10389	10	4	1996-12-20	2	377	10389	62	20	62	Tarte au sucre	29	3	48 pies	49.3	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	2	United Package	(503) 555-3199	29	Forets derables	Chantal Goulet	148 rue Chasseur	Ste-Hyacinthe	J2S 7S8	Canada	(514) 555-2955	3	Confections	Desserts, candies, and sweet breads
10	Bottom-Dollar Marketse	Elizabeth Lincoln	23 Tsawassen Blvd.	Tsawassen	T2F 8M4	Canada	10431	10	4	1997-01-30	2	488	10431	47	30	47	Zaanse koeken	22	3	10 - 4 oz boxes	9.5	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	2	United Package	(503) 555-3199	22	Zaanse Snoepfabriek	Dirk Luchte	Verkoop Rijnweg 22	Zaandam	9999 ZZ	Netherlands	(12345) 1212	3	Confections	Desserts, candies, and sweet breads
10	Bottom-Dollar Marketse	Elizabeth Lincoln	23 Tsawassen Blvd.	Tsawassen	T2F 8M4	Canada	10411	10	9	1997-01-10	3	437	10411	44	40	44	Gula Malacca	20	2	20 - 2 kg bags	19.45	9	Dodsworth	Anne	1969-07-02	EmpID9.pic	Anne has a BA degree in English from St. Lawrence College. She is fluent in French and German.	3	Federal Shipping	(503) 555-9931	20	Leka Trading	Chandra Leka	471 Serangoon Loop, Suite #402	Singapore	0512	Singapore	555-8787	2	Condiments	Sweet and savory sauces, relishes, spreads, and seasonings
11	Bs Beverages	Victoria Ashworth	Fauntleroy Circus	London	EC2 5NT	UK	10289	11	7	1996-08-26	3	111	10289	64	9	64	Wimmers gute Semmelknodel	12	5	20 bags x 4 pieces	33.25	7	King	Robert	1960-05-29	EmpID7.pic	Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.	3	Federal Shipping	(503) 555-9931	12	Plutzer Lebensmittelgrossmarkte AG	Martin Bein	Bogenallee 51	Frankfurt	60439	Germany	(069) 992755	5	Grains/Cereals	Breads, crackers, pasta, and cereal
11	Bs Beverages	Victoria Ashworth	Fauntleroy Circus	London	EC2 5NT	UK	10289	11	7	1996-08-26	3	110	10289	3	30	3	Aniseed Syrup	1	2	12 - 550 ml bottles	10	7	King	Robert	1960-05-29	EmpID7.pic	Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.	3	Federal Shipping	(503) 555-9931	1	Exotic Liquid	Charlotte Cooper	49 Gilbert St.	Londona	EC1 4SD	UK	(171) 555-2222	2	Condiments	Sweet and savory sauces, relishes, spreads, and seasonings
13	Centro comercial Moctezuma	Francisco Chang	Sierras de Granada 9993	Mexico D.F.	05022	Mexico	10259	13	4	1996-07-18	3	34	10259	37	1	37	Gravad lax	17	8	12 - 500 g pkgs.	26	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	3	Federal Shipping	(503) 555-9931	17	Svensk Sjofoda AB	Michael Bjorn	Brovallavagen 231	Stockholm	S-123 45	Sweden	08-123 45 67	8	Seafood	Seaweed and fish
13	Centro comercial Moctezuma	Francisco Chang	Sierras de Granada 9993	Mexico D.F.	05022	Mexico	10259	13	4	1996-07-18	3	33	10259	21	10	21	Sir Rodneys Scones	8	3	24 pkgs. x 4 pieces	10	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	3	Federal Shipping	(503) 555-9931	8	Specialty Biscuits, Ltd.	Peter Wilson	29 Kings Way	Manchester	M14 GSD	UK	(161) 555-4448	3	Confections	Desserts, candies, and sweet breads
14	Chop-suey Chinese	Yang Wang	Hauptstr. 29	Bern	3012	Switzerland	10254	14	5	1996-07-11	2	19	10254	55	21	55	Pate chinois	25	6	24 boxes x 2 pies	24	5	Buchanan	Steven	1955-03-04	EmpID5.pic	Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French.	2	United Package	(503) 555-3199	25	Ma Maison	Jean-Guy Lauzon	2960 Rue St. Laurent	Montreal	H1J 1C3	Canada	(514) 555-9022	6	Meat/Poultry	Prepared meats
14	Chop-suey Chinese	Yang Wang	Hauptstr. 29	Bern	3012	Switzerland	10370	14	6	1996-12-03	2	329	10370	74	20	74	Longlife Tofu	4	7	5 kg pkg.	10	6	Suyama	Michael	1963-07-02	EmpID6.pic	Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.	2	United Package	(503) 555-3199	4	Tokyo Traders	Yoshi Nagase	9-8 Sekimai Musashino-shi	Tokyo	100	Japan	(03) 3555-5011	7	Produce	Dried fruit and bean curd
14	Chop-suey Chinese	Yang Wang	Hauptstr. 29	Bern	3012	Switzerland	10254	14	5	1996-07-11	2	20	10254	74	21	74	Longlife Tofu	4	7	5 kg pkg.	10	5	Buchanan	Steven	1955-03-04	EmpID5.pic	Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French.	2	United Package	(503) 555-3199	4	Tokyo Traders	Yoshi Nagase	9-8 Sekimai Musashino-shi	Tokyo	100	Japan	(03) 3555-5011	7	Produce	Dried fruit and bean curd
14	Chop-suey Chinese	Yang Wang	Hauptstr. 29	Bern	3012	Switzerland	10370	14	6	1996-12-03	2	328	10370	64	30	64	Wimmers gute Semmelknodel	12	5	20 bags x 4 pieces	33.25	6	Suyama	Michael	1963-07-02	EmpID6.pic	Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.	2	United Package	(503) 555-3199	12	Plutzer Lebensmittelgrossmarkte AG	Martin Bein	Bogenallee 51	Frankfurt	60439	Germany	(069) 992755	5	Grains/Cereals	Breads, crackers, pasta, and cereal
14	Chop-suey Chinese	Yang Wang	Hauptstr. 29	Bern	3012	Switzerland	10254	14	5	1996-07-11	2	18	10254	24	15	24	Guarana Fantastica	10	1	12 - 355 ml cans	4.5	5	Buchanan	Steven	1955-03-04	EmpID5.pic	Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French.	2	United Package	(503) 555-3199	10	Refrescos Americanas LTDA	Carlos Diaz	Av. das Americanas 12.890	Sao Paulo	5442	Brazil	(11) 555 4640	1	Beverages	Soft drinks, coffees, teas, beers, and ales
14	Chop-suey Chinese	Yang Wang	Hauptstr. 29	Bern	3012	Switzerland	10370	14	6	1996-12-03	2	327	10370	1	15	1	Chais	1	1	10 boxes x 20 bags	18	6	Suyama	Michael	1963-07-02	EmpID6.pic	Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.	2	United Package	(503) 555-3199	1	Exotic Liquid	Charlotte Cooper	49 Gilbert St.	Londona	EC1 4SD	UK	(171) 555-2222	1	Beverages	Soft drinks, coffees, teas, beers, and ales
15	Comercio Mineiro	Pedro Afonso	Av. dos Lusiadas, 23	Sao Paulo	05432-043	Brazil	10290	15	8	1996-08-27	1	115	10290	77	10	77	Original Frankfurter grune Sosse	12	2	12 boxes	13	8	Callahan	Laura	1958-01-09	EmpID8.pic	Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.	1	Speedy Express	(503) 555-9831	12	Plutzer Lebensmittelgrossmarkte AG	Martin Bein	Bogenallee 51	Frankfurt	60439	Germany	(069) 992755	2	Condiments	Sweet and savory sauces, relishes, spreads, and seasonings
15	Comercio Mineiro	Pedro Afonso	Av. dos Lusiadas, 23	Sao Paulo	05432-043	Brazil	10290	15	8	1996-08-27	1	114	10290	49	15	49	Maxilaku	23	3	24 - 50 g pkgs.	20	8	Callahan	Laura	1958-01-09	EmpID8.pic	Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.	1	Speedy Express	(503) 555-9831	23	Karkki Oy	Anne Heikkonen	Valtakatu 12	Lappeenranta	53120	Finland	(953) 10956	3	Confections	Desserts, candies, and sweet breads
15	Comercio Mineiro	Pedro Afonso	Av. dos Lusiadas, 23	Sao Paulo	05432-043	Brazil	10290	15	8	1996-08-27	1	113	10290	29	15	29	Thuringer Rostbratwurst	12	6	50 bags x 30 sausgs.	123.79	8	Callahan	Laura	1958-01-09	EmpID8.pic	Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.	1	Speedy Express	(503) 555-9831	12	Plutzer Lebensmittelgrossmarkte AG	Martin Bein	Bogenallee 51	Frankfurt	60439	Germany	(069) 992755	6	Meat/Poultry	Prepared meats
